Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,Label,URL_Entropy,Special_Char_Count,Suspicious_TLD,Hyphen_Count,Underscore_Count,Digit_Count,Repeated_Char_Count,Bigram_Count,Trigram_Count,Recent_Registration,Phishing_Keyword_Flag
playarprint.com,0,0,1,2,0,0,1,0,0,1,1,1,0,0,1,0,1,3.506890596,1,0,0,0,0,0,14,13,1,0
thelogodept.com,0,0,1,7,0,0,1,0,0,1,0,0,0,0,1,0,1,3.323231429,1,0,0,0,0,0,14,13,1,0
night-kingdom.mysteria.cz,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,4.05366069,3,0,1,0,0,0,24,23,1,0
hostpoint.ch.hebetec.ch.p2aexpertise.com,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,3.706198333,5,0,0,0,1,0,39,38,1,0
viewitem.eday.co.uk.itm.vauxhallastramk516174257807917item289293222dj4aaoswq4venxoo.cloudhappyconsulting.com,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,4.842521592,7,0,0,0,26,5,107,106,1,0
southcountyclassified.com,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1,0,1,3.83326969,1,0,0,0,0,1,24,23,1,0
wholesalemsms.club,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1,3.419381946,1,0,0,0,0,0,17,16,1,0
soo.gd,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,2.251629167,1,0,0,0,0,1,5,4,1,0
2933517.com,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,1,3.277613437,1,0,0,0,7,1,10,9,1,0
csgoprime.ml,0,0,0,2,0,0,0,0,0,1,1,1,1,0,1,0,1,3.418295834,1,1,0,0,0,0,11,10,1,0
firstbanktrust1.vmpxsites.com,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,4.030394788,2,0,0,0,1,0,28,27,1,0
wlrembroidery.com,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,3.4548224,1,0,0,0,0,0,16,15,1,0
facebook.com-marketplace-93839.mediaryte.co,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,4.097906255,5,0,2,0,5,1,42,41,1,0
expeditions-of-e.com,0,0,1,3,0,0,0,1,0,1,0,1,0,0,1,0,1,3.646439345,3,0,2,0,0,0,19,18,1,0
joankaslaan.com,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,3.106890596,1,0,0,0,0,1,14,13,1,0
yourecofamily.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,3.4548224,1,0,0,0,0,0,16,15,1,0
vegancenter.hu,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,1,3.324862958,1,0,0,0,0,0,13,12,1,0
cadastro.byethost6.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,3.663532755,2,0,0,0,1,0,21,20,1,0
stpetersquare.net,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,3.101881223,1,0,0,0,0,0,16,15,1,0
35.239.229.191,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,2.502736172,3,0,0,0,11,1,13,12,1,0
serwer2057731.home.pl,0,0,1,9,0,0,0,0,0,1,0,1,0,0,1,0,1,3.880179923,2,0,0,0,7,1,20,19,1,0
taijishentie.com,0,0,1,2,1,0,0,0,0,1,0,1,0,0,1,0,1,3.452819531,1,0,0,0,0,0,15,14,1,0
vkstickerc.000webhostapp.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,3.9677201,2,0,0,0,3,2,27,26,1,0
embassyhotelguntur.com,0,0,0,3,0,0,0,0,0,1,0,1,0,0,1,0,1,3.913977073,1,0,0,0,0,1,21,20,1,0
mdhsz.mentriqq.com,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,3.683542362,2,0,0,0,0,1,17,16,1,0
docs.google.com,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,1,2.973557262,2,0,0,0,0,1,14,13,1,0
firebasestorage.googleapis.com,0,0,1,5,0,0,1,0,1,1,1,1,0,0,1,0,1,3.698068512,2,0,0,0,0,1,29,28,1,0
btr392mwtdk0s15txvutshqj9hnsqsw5eu3mnigy.s3-ap-northeast-1.amazonaws.com,0,0,1,4,0,0,0,1,0,1,1,1,0,0,1,0,1,4.707421877,6,0,3,0,11,0,71,70,1,0
grupwhatsappsexy.zyns.com,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,4.02346519,2,0,0,0,0,1,24,23,1,0
sppiscina.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,3.085055103,1,0,0,0,0,1,12,11,1,0
churchbrm.org,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,3.026986833,1,0,0,0,0,0,12,11,1,0
s1577556206.t.en25.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,1,3.606936732,3,0,0,0,12,2,21,20,1,0
medellincannabis.co,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1,3.471354487,1,0,0,0,0,2,18,17,1,0
xn--72ca8ce9ah4dwbp9a8jnd.com,0,0,1,5,0,0,0,1,0,1,0,1,0,0,1,0,1,4.185230133,3,0,2,0,7,1,28,27,1,0
thelogodept.com,0,0,1,6,0,0,1,0,0,1,0,0,0,0,1,0,1,3.323231429,1,0,0,0,0,0,14,13,1,0
informes055.wixsite.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,3.795088586,2,0,0,0,3,1,22,21,1,0
elpla.pl,0,0,0,3,0,0,0,0,0,1,0,1,1,0,1,0,1,2.155639062,1,0,0,0,0,0,7,6,1,0
ig-always.000webhostapp.com,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,4.032303243,3,0,1,0,3,2,26,25,1,0
lunaclothing-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,1,1,0,0,1,0,1,4.056564762,3,0,1,0,0,0,29,28,1,0
paxful.com.transfer.boubit.com,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,3.948394346,4,0,0,0,0,0,29,28,1,0
heliosroofing-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,1,1,0,0,1,0,1,3.974695408,3,0,1,0,0,1,30,29,1,0
benamejicityofbaseball.com,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1,3.767183468,1,0,0,0,0,1,25,24,1,0
honda4fun.com,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,1,3.39274741,1,0,0,0,1,0,12,11,1,0
livecalgary.com,0,0,0,4,0,0,0,0,0,1,0,0,1,1,1,1,1,3.506890596,1,0,0,0,0,0,14,13,1,0
app66560000.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,3.573934896,2,0,0,0,8,4,23,22,1,0
politikesgeuseis.gr,0,1,1,5,0,0,0,0,0,0,1,1,0,0,1,0,1,3.391892645,1,0,0,0,0,0,18,17,1,0
fes-romania.org,0,1,1,2,0,0,0,1,0,0,0,1,0,0,1,0,1,3.506890596,2,0,1,0,0,0,14,13,1,0
irmasbeneditinasdp.com.br,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,1,3.73366069,2,0,0,0,0,0,24,23,1,0
enigreen.net,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,1,2.522055209,1,0,0,0,0,1,11,10,1,0
jppost-ga.co,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,3.251629167,2,0,1,0,0,1,11,10,1,0
51jianli.cn,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,3.095795255,1,0,0,0,2,0,10,9,1,0
clever-bhabha.netlify.app,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,3.86346519,3,0,1,0,0,1,24,23,1,0
roithai.com,0,0,1,6,0,0,0,0,0,1,1,1,0,0,1,0,1,3.095795255,1,0,0,0,0,0,10,9,1,0
docs.google.com,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,1,2.973557262,2,0,0,0,0,1,14,13,1,0
getactive365.com,0,0,1,4,0,0,0,0,0,1,0,0,0,0,1,0,1,3.625,1,0,0,0,3,0,15,14,1,0
manutencaoitauchecks.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,3.553508855,1,0,0,0,0,0,23,22,1,0
digitalmillionaires.com,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3.551191174,1,0,0,0,0,1,22,21,1,0
mail.speedy.com.pk,0,0,1,4,0,0,0,0,1,0,1,1,0,0,1,0,1,3.572431251,3,0,0,0,0,1,17,16,1,0
docs.google.com,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,1,2.973557262,2,0,0,0,0,1,14,13,1,0
playarprint.com,0,0,0,2,0,0,1,0,0,1,1,1,0,0,1,0,1,3.506890596,1,0,0,0,0,0,14,13,1,0
southcountyclassified.com,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1,0,1,3.83326969,1,0,0,0,0,1,24,23,1,0
koskas.activehosted.com,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,3.588354347,2,0,0,0,0,0,22,21,1,0
venturegroupit.com,0,0,1,2,0,0,1,0,0,1,0,0,0,0,1,0,1,3.614369446,1,0,0,0,0,0,17,16,1,0
turkmcse.com,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1,3.251629167,1,0,0,0,0,0,11,10,1,0
tsgesg.jdim.com.cn,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,3.46132014,3,0,0,0,0,0,17,16,1,0
fashionphotographycourse.com,0,0,1,3,0,0,0,0,0,1,0,0,0,0,1,0,1,3.865764637,1,0,0,0,0,0,27,26,1,0
saadhagaparavaigal.com,0,0,1,4,0,0,0,0,0,1,0,0,0,0,1,0,1,3.277613437,1,0,0,0,0,1,21,20,1,0
arenda167023.000webhostapp.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,4.215061012,2,0,0,0,9,2,29,28,1,0
viralcc.com,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3.027169118,1,0,0,0,0,1,10,9,1,0
loveskinhub.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1,3.773557262,1,0,0,0,0,0,14,13,1,0
cheaproomsvalencia.com,0,0,1,5,0,0,0,0,0,1,0,0,1,0,1,0,1,3.629219687,1,0,0,0,0,1,21,20,1,0
ime.uff.br,0,0,1,8,0,0,0,0,0,1,1,1,0,0,1,0,1,2.921928095,2,0,0,0,0,1,9,8,1,0
hoobpromoticon.gq,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,3.404542813,1,1,0,0,0,1,16,15,1,0
caribconnectlaw.com,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0,1,3.511085408,1,0,0,0,0,1,18,17,1,0
hrweb99.com,0,0,0,5,0,0,0,0,0,1,0,1,0,0,1,0,1,3.277613437,1,0,0,0,2,1,10,9,1,0
assist-att.net,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,2.753434386,2,0,1,0,0,2,13,12,1,0
kosmetyczka-radzymin.pl,0,0,1,8,0,0,0,1,0,1,0,0,0,0,1,0,1,4.088779347,2,0,1,0,0,0,22,21,1,0
newweb99841020lkm-com.preview-domain.com,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,4.33418372,4,0,2,0,8,2,39,38,1,0
endo.ba,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,1,2.807354922,1,0,0,0,0,0,6,5,1,0
bb.alerta-seguranca.com,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,3.74095326,3,0,1,0,0,1,22,21,1,0
popaddress.com,0,0,1,6,0,0,0,0,0,1,0,1,0,0,1,0,1,3.235926351,1,0,0,0,0,2,13,12,1,0
u1035597.cp.regruhosting.ru,0,0,1,3,0,0,0,0,0,0,0,1,0,0,1,0,1,4.07841852,3,0,0,0,7,1,26,25,1,0
acct-frederickcountymd-inv.com,0,0,1,3,0,0,0,1,0,1,0,1,0,0,1,0,1,3.91990258,3,0,2,0,0,1,29,28,1,0
evisionlegal.com,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1,0,1,3.5,1,0,0,0,0,0,15,14,1,0
vardhaman.org,0,0,1,5,0,0,0,0,0,0,0,1,0,0,1,0,1,3.180832987,1,0,0,0,0,0,12,11,1,0
uload-300.mountainjaynik.gb.net,0,0,1,5,0,0,0,1,1,1,1,1,0,0,1,0,1,4.066784213,4,0,1,0,3,1,30,29,1,0
tr.im,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,2.321928095,1,0,0,0,0,0,4,3,1,0
165.227.4.30,1,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,1,3.022055209,3,0,0,0,9,1,11,10,1,0
empirerealtycompany.com,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,1,3.588354347,1,0,0,0,0,0,22,21,1,0
clayheart.com,0,0,0,3,0,0,1,0,0,1,0,0,0,0,1,0,1,3.39274741,1,0,0,0,0,0,12,11,1,0
expoei.udd.cl,0,1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,1,3.238901257,2,0,0,0,0,1,12,11,1,0
03418f6.netsolhost.com,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,3.970573096,2,0,0,0,6,0,21,20,1,0
estarjuntosemestarpertoo0.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,3.564540478,1,0,0,0,1,1,28,27,1,0
bluemarble.cloud,0,0,1,6,0,0,0,0,0,1,0,1,0,0,1,0,1,3.327819531,1,0,0,0,0,0,15,14,1,0
thegioisport.com,0,0,1,2,0,0,1,0,0,0,0,1,0,0,1,0,1,3.452819531,1,0,0,0,0,0,15,14,1,0
yourfitnesscorner.com,0,0,1,9,0,0,0,0,0,0,0,0,0,0,1,0,1,3.558518613,1,0,0,0,0,1,20,19,1,0
girlsgettinggoals.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,1,3.535174566,1,0,0,0,0,2,20,19,1,0
mytanfarma.com,0,0,1,6,0,0,0,0,0,1,0,0,0,0,1,0,1,3.128085279,1,0,0,0,0,0,13,12,1,0
southcountyclassified.com,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1,0,1,3.83326969,1,0,0,0,0,1,24,23,1,0
docs.google.com,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,1,2.973557262,2,0,0,0,0,1,14,13,1,0
entraegypt.com,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,3.521640636,1,0,0,0,0,0,13,12,1,0
2lyk-chort.thess.sch.gr,0,0,1,9,0,0,0,1,0,1,1,1,0,0,1,0,1,3.642489673,4,0,1,0,1,1,22,21,1,0
ledgerbtc.club,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,3.235926351,1,0,0,0,0,0,13,12,1,0
atccn3.it,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,1,2.725480557,1,0,0,0,1,1,8,7,1,0
drive.google.com,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,1,3.327819531,2,0,0,0,0,1,15,14,1,0
civilcontractorsinmumbai.in,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,1,3.602316559,1,0,0,0,0,0,26,25,1,0
nectaribate.com.br,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,1,3.392147224,2,0,0,0,0,0,17,16,1,0
yopihandrianto.net,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,3.46132014,1,0,0,0,0,0,17,16,1,0
kurskin.be,0,0,1,6,0,0,0,0,0,0,1,1,0,0,1,0,1,3.121928095,1,0,0,0,0,0,9,8,1,0
washpucks.com,0,0,1,3,0,0,0,0,0,1,0,0,0,0,1,0,1,3.39274741,1,0,0,0,0,0,12,11,1,0
zeimbresyxtmupgrdx40rew.jdevcloud.com,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,4.33743546,2,0,0,0,2,0,36,35,1,0
chillzone.nick.de,0,0,1,6,0,0,0,0,0,0,1,1,0,0,1,0,1,3.381580488,2,0,0,0,0,1,16,15,1,0
chat.whatsagp.com,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.337175341,2,0,0,0,0,0,16,15,1,0
freedentist.net,0,0,0,2,0,0,0,0,0,1,0,0,1,1,1,1,1,2.923231429,1,0,0,0,0,1,14,13,1,0
kjjllgf.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,3.546439345,2,0,0,0,0,2,19,18,1,0
drive.google.com,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,1,3.327819531,2,0,0,0,0,1,15,14,1,0
myappstore.org,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0,1,3.378783493,1,0,0,0,0,1,13,12,1,0
livenmitac-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,1,1,0,0,1,0,1,3.9677201,3,0,1,0,0,0,27,26,1,0
bp-formularios-covid19.azurewebsites.net,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,4.346439345,4,0,2,0,2,0,39,38,1,0
cafecitoperez.ivanidzakovic.com,0,0,1,6,0,0,0,0,0,1,0,1,0,0,1,0,1,3.784368488,2,0,0,0,0,0,30,29,1,0
blog.drall.com.br,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0,1,3.175123135,3,0,0,0,0,1,16,15,1,0
gerdalights.buzz,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,1,3.75,1,0,0,0,0,1,15,14,1,0
paypalsigninfo.deisemelo.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,3.79790269,2,0,0,0,0,0,27,26,1,1
soo.gd,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,2.251629167,1,0,0,0,0,1,5,4,1,0
nicolacirilli.it,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,2.852217001,1,0,0,0,0,1,15,14,1,0
grottedisaledesenzano.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,3.73366069,1,0,0,0,0,1,24,23,1,0
dataupdaterequired.site44.com,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3.745406426,2,0,0,0,2,1,28,27,1,1
firesidelodge.net,0,0,1,9,0,0,0,0,0,1,0,1,0,0,1,0,1,3.381580488,1,0,0,0,0,0,16,15,1,0
aviationconsultantsworldwide.com,0,0,1,3,0,0,0,0,0,1,0,1,1,0,1,0,1,3.843139062,1,0,0,0,0,0,31,30,1,0
dunggiodrilling.com,0,0,1,10,0,0,0,0,0,0,0,0,0,0,1,0,1,3.326360408,1,0,0,0,0,2,18,17,1,0
davidhavenar2311.typeform.com,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1,4.142295219,2,0,0,0,4,1,28,27,1,0
covid19-seguranca.autosmsbb.com,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,4.082597923,3,0,1,0,2,1,30,29,1,0
actiie844.coffeecup.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1,3.534219021,2,0,0,0,3,4,22,21,1,0
cafecitoperez.ivanidzakovic.com,0,0,1,6,0,0,0,0,0,1,0,1,0,0,1,0,1,3.784368488,2,0,0,0,0,0,30,29,1,0
treasurechicks.com,0,0,1,6,0,0,0,0,0,1,0,1,0,0,1,1,1,3.572431251,1,0,0,0,0,0,17,16,1,0
shadetreetechnology.com,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1,3.708132065,1,0,0,0,0,1,22,21,1,0
shophealthybits.com,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,1,3.681880803,1,0,0,0,0,0,18,17,1,0
playarprint.com,0,0,1,2,0,0,1,0,0,1,1,1,0,0,1,0,1,3.506890596,1,0,0,0,0,0,14,13,1,0
dev.seatassignmate.net,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,1,3.265583323,2,0,0,0,0,1,21,20,1,0
pg-series-atendimento.joomla.com,0,0,1,2,0,0,0,1,0,1,0,1,0,0,1,0,1,3.913909766,4,0,2,0,0,1,31,30,1,0
borrachao.com.br,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,1,2.905639062,2,0,0,0,0,1,15,14,1,0
dipelnet.com.br,0,0,0,3,0,0,1,0,0,0,1,1,0,0,1,0,1,3.640223929,2,0,0,0,0,0,14,13,1,0
zjgsyds.cn,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,3.121928095,1,0,0,0,0,0,9,8,1,0
kbclotterywinnerz.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1,3.820888851,1,0,0,0,0,2,20,19,1,0
delgadaygordo.com,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1,3.292770194,1,0,0,0,0,0,16,15,1,0
ertde.club,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,3.121928095,1,0,0,0,0,0,9,8,1,0
community-ebay-de-diskussionsforen-3ws.html-5.me,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,4.262380345,7,0,5,0,2,2,47,46,1,0
prettanike.com,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,1,3.521640636,1,0,0,0,0,1,13,12,1,0
paypal.co.uk.userrmuqu2y40n5.settingsppup.com,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,4.212212898,5,0,0,0,4,3,44,43,1,0
greenwattgroup.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,1,3.614369446,1,0,0,0,0,2,17,16,1,0
seetflix.tumblr.com,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,3.721611724,2,0,0,0,0,1,18,17,1,0
umij.org,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1,3,1,0,0,0,0,0,7,6,1,0
cremasantiestrias.es,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,1,3.146439345,1,0,0,0,0,0,19,18,1,0
mygshock.com,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,1,3.084962501,1,0,0,0,0,0,11,10,1,0
i-grupobancolombia.com,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1,1,1,3.6412498,2,0,1,0,0,0,21,20,1,0
hessdastesge.com,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,3.202819531,1,0,0,0,0,1,15,14,1,0
art-sticker.fr,0,0,1,4,0,0,0,1,0,1,0,0,0,0,1,0,1,3.324862958,2,0,1,0,0,0,13,12,1,0
docs.google.com,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,1,2.973557262,2,0,0,0,0,1,14,13,1,0
worldyouthsummit.org,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,1,3.68418372,1,0,0,0,0,1,19,18,1,0
farmskinsgiveaway.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,3.880179923,1,0,0,0,0,0,20,19,1,0
ebay.item-23949.co.uk,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,3.975418018,4,0,1,0,5,0,20,19,1,0
623112j4j3.codesandbox.io,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,3.97366069,2,0,0,0,8,1,24,23,1,0
buyxtrixtviptv.com,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,3.572431251,1,0,0,0,0,0,17,16,1,0
paypal-support-help-inc.blogspot.be,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,3.935727659,5,0,3,0,0,1,34,33,1,0
acct-premierhomehealthcare-inv.com,0,0,1,3,0,0,0,1,0,1,0,1,0,0,1,0,1,3.716016062,3,0,2,0,0,1,33,32,1,0
tptelecom.it,0,0,1,6,0,0,0,0,0,1,0,0,1,0,1,0,1,3.022055209,1,0,0,0,0,0,11,10,1,0
art-sticker.fr,0,0,1,4,0,0,0,1,0,1,0,0,0,0,1,0,1,3.324862958,2,0,1,0,0,0,13,12,1,0
playarprint.com,0,0,1,2,0,0,1,0,0,1,1,1,0,0,1,0,1,3.506890596,1,0,0,0,0,0,14,13,1,0
u1037725.cp.regruhosting.ru,0,0,1,3,0,0,0,0,0,0,0,1,0,0,1,0,1,4.07841852,3,0,0,0,7,1,26,25,1,0
rockysite.net,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0,1,3.39274741,1,0,0,0,0,0,12,11,1,0
snip.ly,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,2.807354922,1,0,0,0,0,0,6,5,1,0
userxagent98ngnixubu.ga,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,1,3.642489673,1,1,0,0,2,0,22,21,1,0
rashetfustuk.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1,3.625,1,0,0,0,0,0,15,14,1,0
fanxtv.info,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,3.095795255,1,1,0,0,0,0,10,9,1,0
chaseon.sytes.net,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1,1,3.175123135,2,0,0,0,0,0,16,15,1,0
kurortnoye.com.ua,0,1,1,3,0,0,0,0,0,0,1,1,1,0,1,0,1,3.4548224,2,0,0,0,0,0,16,15,1,0
hrsoftware.in.th,0,0,1,6,0,0,0,0,0,0,1,1,0,0,1,0,1,3.5,2,0,0,0,0,0,15,14,1,0
heppler.ch.net2care.com,0,0,1,3,1,0,0,0,0,0,0,0,0,0,1,0,1,3.501397825,3,0,0,0,1,1,22,21,1,0
bd-times.com,0,0,1,6,0,0,0,1,0,0,0,1,0,0,1,0,1,3.418295834,2,0,1,0,0,0,11,10,1,0
dzd.rksmb.org,0,0,1,5,0,0,1,0,0,0,0,1,0,0,1,0,1,3.238901257,2,0,0,0,0,0,12,11,1,0
vk.com,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,2.584962501,1,0,0,0,0,0,5,4,1,0
httpssigninbaydewsbayisapidllsigninruafudejsdederatapidllphpdl.aba.vg,0,0,1,3,0,1,0,0,1,0,1,1,0,0,1,0,1,4.046253625,2,0,0,0,0,4,68,67,1,1
grindtimegym.com,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0,1,3.452819531,1,0,0,0,0,0,15,14,1,0
umnnp-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,1,1,0,0,1,0,1,3.849223912,3,0,1,0,0,1,22,21,1,0
mail.beloinox.pl,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,3.327819531,2,0,0,0,0,0,15,14,1,0
diadiaeconomia.com,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,3.044110418,1,0,0,0,0,0,17,16,1,0
mail.afirehorse.com,0,0,0,4,0,0,0,0,0,1,0,1,0,0,1,0,1,3.511085408,2,0,0,0,0,0,18,17,1,0
plytecfi-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,1,1,0,0,1,0,1,4.008132026,3,0,1,0,0,0,25,24,1,0
bcpzonasegurabeta.viabcp.com.pe.consultas-afp.john-burdett.com,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,4.236398029,8,0,2,0,0,1,61,60,1,0
sknaquatech.com,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,1,3.640223929,1,0,0,0,0,0,14,13,1,0
earlydetectioniskey.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,1,3.74095326,1,0,0,0,0,0,22,21,1,0
